1, 10, 0.52099999999999991
1, 50, 0.52200000000000002
1, 100, 0.51999999999999991
1, 500, 0.84999999999999987
1, 1000, 3.3440000000000003
1, 3000, 107.15900000000002
1, 5000, 503.23599999999999
4, 10, 0.55900000000000016
4, 50, 0.57000000000000006
4, 100, 0.57999999999999996
4, 500, 0.90999999999999992
4, 1000, 2.569
4, 3000, 63.274999999999999
4, 5000, 295.76499999999999
8, 10, 0.58100000000000007
8, 50, 0.6100000000000001
8, 100, 0.65000000000000013
8, 500, 1.0610000000000004
8, 1000, 2.3790000000000004
8, 3000, 38.024000000000001
8, 5000, 172.59125
